User_screen_name,User_name,Location,Created_at,Followers_count,Friend_count,Favourites_count,Language,Protected,Time_zone,Verified,Statuses_count,Url,Description
dammy_krane,WORLDSTAR,FUTURE,2010-03-19 13:49:12,359667,1486,747,,FALSE,,TRUE,38299,,#SonOfGod #YoungestInCharge #LeaderOfTheStreet #DammyKraneForTheGirls #WorldstarMovement4Lyf #ENTERKRANER #PrideofAfrica julie@runabeat.com
djjimmyjatt,Cool DJ Jimmy Jatt,"Lagos, Nigeria",2009-04-04 2:26:26,929061,1483,174,,FALSE,,TRUE,15873,https://t.co/HK5BAEMuya,"#DJJJ,Veteran, Legendary, Premium DJ! Like fine wine, gets better with time, if u don't know by now, see your doctor...lol"
wizkidayo,Wizkid,STARBOY⭐️🌹,2009-04-17 23:32:29,6868095,1450,866,,FALSE,,TRUE,52326,,https://t.co/yYxnSrtU2Z
DENRELE_EDUN,Denrele Edun,Nigeria,2009-03-25 2:08:59,447438,1443,6229,,FALSE,,TRUE,114438,https://t.co/YXFmAyJBQj,"Born wtout a STOP button; Denrele stalks in 2a room&ur jaw literally drops! Epileptic DANCER, Eccentric HOST»(Won 90 Awards) LipSyncBattleAfrica Host & #TheBoot"
deejayneptune,DJ Neptune #NoBody,,2009-03-16 7:05:31,636732,1441,30176,,FALSE,,TRUE,96366,https://t.co/9s64xBIBTD,"Artiste / Producer / Radio DJ @Urban96FM.

☎: ±2348025282300
Get #NoBody Ft Joeboy & Mr Eazi ➡
https://t.co/MNqvqAIECz"
ZenithBank,Zenith Bank,Nigeria,2014-07-22 9:30:43,1224383,1434,1247,,FALSE,,TRUE,93177,https://t.co/yemcg28wKw,We are a leading African Bank with a bias for providing quality service and innovative products that go on to define acceptable industry standards.
abati1990,Reuben Abati,Nigeria,2012-06-04 6:40:07,638050,1400,177,,FALSE,,TRUE,41482,,"Journalist, Writer, Official Presidential Spokesperson, Nigeria, 2011-2015, Senior Research Associate, National Open University of Nigeria, TV Anchor, Arise TV"
JuliusAgwu1,Julius d'genius Agwu,Worldwide,2010-04-22 17:53:18,579148,1333,76,,FALSE,,TRUE,13860,https://t.co/bCSAbbRtCv,"Iam the Real Julius Agwu- an actor, director, compere, comedian, musicomedian, life-coach, public-speaker and author.. Follow on Instagram: @Juliusagwu1🤓"
rudeboypsquare,Rudeboy,all over the world,2011-06-19 18:27:18,1388702,1318,53,,FALSE,,TRUE,29752,,artiste/musician. rudeboydeal@gmail.com
PolarisBankLtd,Polaris Bank Ltd.,"3 Akin Adesola,Str, V.I, Lagos",2011-10-17 14:29:03,112543,1309,369,,FALSE,,FALSE,42730,https://t.co/7yUHPCZG2U,Welcome to the Official Twitter handle of Polaris Bank Ltd. Please do not tweet personal information or account details.
IamReminisce,#VIBES & INSHA ALLAH. #JULY29TH,Nigeria,2009-06-09 15:36:55,837324,1300,544,,FALSE,,TRUE,20429,https://t.co/ZT9RCLoGl5,"Rapper, Singer , Songwriter ............ Tungbaist!!!"
coldstoneng,Cold Stone Creamery,"4, Saka Tinubu, VI, Lagos.",2012-10-08 11:41:57,44817,1290,2002,,FALSE,,FALSE,7810,https://t.co/fM2N7aWigR,Official Twitter Account of Cold Stone Creamery Nigeria - The Ultimate Ice Cream Experience! Sweet tweets made fresh daily...just like our ice cream!
PulseNigeria247,Pulse Nigeria,,2011-09-17 10:03:37,140836,1287,7043,,FALSE,,TRUE,156394,https://t.co/qvEqpI8Z4U,We inform & engage - 24/7| Lots of fun games on https://t.co/Z3nV1SuIeg| Adverts:📧 ads@pulse.ng
PulseNigeria247,Pulse Nigeria,,2011-09-17 10:03:37,140807,1287,7043,,FALSE,,TRUE,156394,https://t.co/qvEqpI8Z4U,We inform & engage - 24/7| Lots of fun games on https://t.co/Z3nV1SuIeg| Adverts:📧 ads@pulse.ng
StephanieLinus,Stephanie Linus (MFR),Nigeria,2009-06-11 5:04:30,408884,1275,1281,,FALSE,,TRUE,12120,https://t.co/56lQNrHH2p,https://t.co/FcIwrNy5e6 Nollywood Actress /writer/director/producer. official: https://t.co/dWGwQ50su0
iamDo2dtun,Do2dtun Energy gAD,"ÜT: 6.431551,3.437344",2009-04-28 2:50:09,312154,1227,4158,,FALSE,,TRUE,80052,https://t.co/YGH0OpJenp,OAP 96.9 Coolfm/ Energy gAD/ Hypeman/ MC / CITY PEOPLE OAP of d yr 2015 | Dynamix OAP 2011| TV host | NEA 2015 l Beatz award OAP of the year 2017 & 2019
Monalisacode,MonalisaChinda Coker,Lagos / London,2010-05-22 20:59:08,372540,1215,1518,,FALSE,,TRUE,8560,https://t.co/XmRRT9vcgE,Monalisa Chinda Coker • Nollywood Actress • Producer • Multiple Award Winner • UN Ambassador • Host @youanditv • Founder @arisemonalisa
Omonioboli,Omoni Oboli,"Lagos, Nigeria",2009-05-09 20:21:52,236424,1206,5999,,FALSE,,TRUE,46696,https://t.co/WzeRgvTRb7,"Wife, Mom, Award Winning Actress & Producer, Writer, Director, Author, Fashionpreneur. #TutuFellow"
Chukie_lynxxx,Chukie Edozien,"ÜT: 6.461097,3.430133",2009-03-20 0:10:59,159901,1139,927,,FALSE,,TRUE,29659,https://t.co/f5aEkYHm0W,God 1st • Syndik8 Records CEO / Artist : Founder of UTUNU : Bookings: ishaku111@gmail.com • Insta / Snap : @its_Lynxxx
CristianGilDj,Cristian Gil,"Alicante, Spain",2009-11-02 6:37:44,115956,1130,4176,,FALSE,,FALSE,7976,https://t.co/mqUNxtVSal,• Deejay • Productor musical | Conocido por su música y estilo.
iRuntown,Runtown,,2010-04-12 8:43:57,1284222,1123,207,,FALSE,,TRUE,37248,,bookings@soundgodmusicgroup.com
NseIkpeEtim,Nse Ikpe-Etim,"ÜT: 40.550899,-74.33429",2010-08-29 18:26:06,266928,1115,2438,,FALSE,,TRUE,21926,https://t.co/sPCfTDfbC6,info@nseikpeetim.com
ToolzO,Toolz O.D,West Venus,2009-06-28 19:05:19,1318379,1053,217,,FALSE,,TRUE,52904,https://t.co/hLy3DvrH2y,"Presenter & Director of Programmes at Beat 99.9FM| TV Presenter | Media Personality  
Bookings: info@officialtoolz.com
IG: @ToolzO
FB: @OfficialToolz"
MisterMayD,May D (LEGEND),"Nigeria. ""Lowo Lowo""",2010-04-09 23:06:24,155156,1052,7088,,FALSE,,TRUE,29974,https://t.co/Xx7Xo3GWmB,"SURE BOY OF AFRICA .. #ConfamEnt... For bookings, contact.  , @d_tomiwa , @shopsydoo maydbookings@yahoo.com"
burnaboy,Burna Boy,OUTSIDE,2010-11-12 21:52:05,3654820,1044,18648,,FALSE,,TRUE,60074,https://t.co/3be2V1er9C,"Bookings: management@onaspaceship.com UK Contact: +447595155217 , Whatsapp: +2348033091184 PR: @Bukihqmedia"
DaddyFRZ,Daddy Freeze,"ÜT: 6.435219,3.445726",2009-09-28 16:06:44,316571,1033,154,,FALSE,,FALSE,13106,https://t.co/F5I7KvZmeu,"light bringer, Servant of Yahweh most high, Scripture Scholar. Convener, #FreeTheSheeple Movement, Leader, #FreeNation. 1st Nig Nickleodeon award winner."
mrdutchempire,Mr. Dutch,"Lagos, Nigeria",2012-11-19 9:56:21,246349,1029,5456,,FALSE,,FALSE,20054,https://t.co/mknhzc9rmc,#AfroCyborg🤖 #Mamacita OUT NOW👇🏾
patorankingfire,PATORANKING,Zion.,2009-08-15 23:22:31,2354845,994,5577,,FALSE,,TRUE,62552,https://t.co/7AevudrqlD,Next big thing after Bob Marley!! Bookings: | Bookings ☎️ +2349077973749 |patorankingbookings@yahoo.com | #WhaYaSay
SirUTI,Uti Nwachukwu,INTERNATIONALLY NIGERIAN,2009-06-20 17:17:26,447680,959,2360,,FALSE,,TRUE,36237,https://t.co/EMYuHIlIIR,THE OFFICIAL TWITTER PAGE OF UTI NWACHUKWU- NIGERIAN TV PRESENTER/ACTOR/MODEL&EVENTS' MC. WINNER BBA ALLSTARS.SPIRITUAL NOT RELIGIOUS.@HerStoryOurStory SARC REP
DJXCLUSIVE,SuperstarDJ,"ÜT: 51.513796,-0.15434",2009-04-23 17:40:06,798357,951,56,,FALSE,,TRUE,64995,https://t.co/hm3dtlI9LA,#SUPERSTAR DJ | For Bookings: Email -- bookingsdx@gmail.com | For Bookings: Call 08170001121
brianmutinda_,Mutinda🌕,Nairobi,2013-04-22 7:39:00,43613,950,27248,,FALSE,,FALSE,45526,https://t.co/WMz4Yy7v83,Live a little.
DJSPINALL,Top Boy,Here & there to serve,2010-06-14 10:31:29,772540,941,36823,,FALSE,,TRUE,88580,https://t.co/Hy2FjiXIe9,All Enquiries - info@djspinall.com
OfficialPDPNig,Official PDP Nigeria,"Abuja, Nigeria.",2016-06-26 13:49:03,613068,924,11370,,FALSE,,TRUE,24809,https://t.co/OpUnHqt3co,"This is the Official Twitter Handle of our great Party, the PDP. Please interact with us our esteemed members, supporters & the general public."
DJINEE,DJINEE,"Lagos, Nigeria! ",2009-07-11 12:25:53,145692,918,665,,FALSE,,TRUE,22538,https://t.co/c3gHCh1W0y,"New Single #Stay is out. Click link in bio. A badass singer. For bookings ⌨kreazivityworks@gmail.com
IG: @DJINEE • SC: @officialdjinee"
Tinimashent,Team #Tinimash,Nigeria / United Kingdom,2012-02-11 16:58:25,59690,915,13,,FALSE,,FALSE,73955,http://t.co/eA499Jd97x,"Dynamic News, Event & promotion platform highlighting the entertainment, style & news that are part of Nigeria’s DNA. BBM: 761E399E #BBM Channel Pin: C0020160C"
elrufai,Nasir Ahmad El-Rufai,"Kaduna, Nigeria",2009-02-26 20:47:10,1770154,897,598,,FALSE,,TRUE,62294,https://t.co/RvtFloipXv,"Governor of Kaduna State. Member of The All Progressives Congress BOT and NEC. Tweets are my views not those of the APC, President Muhammadu Buhari or KDSG!"
access_more,Access More,Nigeria,2010-06-25 10:00:05,376635,871,1736,,FALSE,,TRUE,27248,https://t.co/Gtdm6IwxPY,"This is the official Retail profile of Access Bank Plc. We offer you a wide variety of banking & lifestyle solutions. For enquiries, tweet @accessbank_help"
kayswitch,KaySwitch D'Produkt,"ÜT: 6.590495,3.381468",2009-07-01 12:31:15,86278,865,29,,FALSE,,FALSE,7189,http://t.co/HXQ8oN5tgb,"SONYMUSIC ARTIST, DB records! PRODUKT REPUBLIK  For bookings call +2348178726351  Email : kayswitchdprodukt@yahoo.com"
kfayemi,Kayode Fayemi,Nigeria,2009-04-15 21:20:35,531907,845,44,,FALSE,,TRUE,3038,https://t.co/ndGBNZRDMC,"Governor of Ekiti State, Chairman, Nigeria Governors' Forum, Minister of Mines & Steel Devt (2015 - 2018), Governor of Ekiti State (2010 - 2014)."
Naijapals,#BBNaija Naijapals Gistmania,"Lagos, Nigeria",2010-10-20 11:03:44,134483,834,1262,,FALSE,,TRUE,301507,https://t.co/16yYOp9lHv,Naija News and Celebrity Gossip in Nigeria. Nigeria's biggest music and Nollywood Nigerian movie website
VectorThaViper,T.E.S.L.I.M,#CROSSROADSEP OUT NOW,2013-04-04 23:46:35,305976,830,2271,,FALSE,,FALSE,25554,https://t.co/RkwfHn5qeQ,#RapFroBeat Artist bookings: bookings@vectorthaviperlive.com Twitter: @bigspun
realmercyj,Mercy Johnson Okojie,"Lagos, Nigeria",2010-10-13 10:55:01,510026,827,318,,FALSE,,TRUE,6707,https://t.co/RAP2hIxJBN,"Actress, Producer, Wife and Mother"
Omawumi,Omawumi,International,2009-03-17 9:23:59,790005,806,122,,FALSE,,TRUE,17368,https://t.co/9UAo6agtEL,Singer I Songwriter I Entertainer info@iamomawumi.com
daily_trust,Daily Trust,"Abuja, Nigeria",2009-08-27 11:58:58,1387346,802,190,,FALSE,,TRUE,527127,http://t.co/MJm7KrXd3v,"Official Twitter handle of Daily Trust Newspapers, the most trusted news outlet in Nigeria"
daily_trust,Daily Trust,"Abuja, Nigeria",2009-08-27 11:58:58,1387321,802,190,,FALSE,,TRUE,527124,http://t.co/MJm7KrXd3v,"Official Twitter handle of Daily Trust Newspapers, the most trusted news outlet in Nigeria"
bukolasaraki,Dr. Abubakar Bukola Saraki,Nigeria,2010-06-18 15:50:38,2160717,792,2894,,FALSE,,TRUE,21332,https://t.co/jgiW7L6yDr,"Official twitter Account of Dr Abubakar Bukola Saraki, MBBS, CON 13th President of the Senate & Chair, 8th Session, Nigeria National Assembly 2015 - 2019."
ClassicFM973,Classic FM 97.3,"Lagos, Nigeria",2010-05-06 9:48:47,449827,788,18340,,FALSE,,TRUE,490657,https://t.co/BgTUseRFKk,"The Station That Plays Every Song you know!!! 70s, 80s, 90s, 00s, today & also the best of Nigerian Classics!!!"
Max1023FM,MAX 102.3 FM,"Lagos, Nigeria",2011-08-23 9:23:28,129910,781,16808,,FALSE,,FALSE,567566,https://t.co/ztZ56XFrgm,"This is the #hitmusic station for Lagos... Tune in to get all-round entertainment, music 24/7. info@max1023.fm
Studio line: 07080668026"
deejayfaremi,Deji Faremi,Nigeria,2011-09-21 9:57:54,59067,758,3806,,FALSE,,TRUE,201501,https://t.co/D4YMSHmAF5,Grateful to God. Journalist| Radio & TV Presenter| Sports| Sarcasm| Dark Humour| Realist|. RT ≠ endorsement. @TreGong @thebusybuddies @tregongtv
lekan_kingkong,Olalekan Olaleye {Agba Inaki},South Africa,2014-11-24 21:38:57,39047,756,13140,,FALSE,,FALSE,17761,https://t.co/apg7djBsBn,•Entertainer •Actor •CEO Kingkong Records •Yoruba Culture & Language Flag Bearer
Mixxeddemotions,🧸🍯,,2011-08-11 3:17:32,52222,748,55025,,FALSE,,FALSE,37548,,Aspiring Plus Size Model| Leia 12.31.14| IG: Mixxeddemotions| https://t.co/3io8fxjOYy
GOtvNg,GOtv Nigeria,,2012-02-15 12:08:51,190866,699,579,,FALSE,,TRUE,238127,https://t.co/NSYf3qaciS,GOtv is a digital pay tv offering on the Digital Terrestrial Television platform with its services provided by the subscriber management company MultiChoice.
GOtvNg,GOtv Nigeria,,2012-02-15 12:08:51,190827,699,579,,FALSE,,TRUE,238117,https://t.co/NSYf3qaciS,GOtv is a digital pay tv offering on the Digital Terrestrial Television platform with its services provided by the subscriber management company MultiChoice.
Pondermentalist,The Pondermentalist,,2011-03-10 1:00:47,263451,685,64,,TRUE,,FALSE,26549,,“Behind this mask there is more than just flesh. Beneath this mask there is an idea... and ideas are bulletproof.”
samsungmobileng,Samsung Mobile NG,Nigeria,2012-01-23 11:15:27,325532,681,1062,,FALSE,,TRUE,17950,https://t.co/YzqUtxJIoN,Official Twitter account of Samsung Mobile (Nigeria). Customer Service: email ngservice@samsung.com; or call +234 800 7267 864.
festus,Festus Ezeli,,2011-07-24 15:44:29,128716,671,171,,FALSE,,TRUE,6667,,I’ll either find the way or make a way// 🏆 NBA CHAMP
timayatimaya,Timaya,GRATITUDE,2010-05-28 0:35:51,1143204,651,578,,FALSE,,TRUE,6850,https://t.co/ozZiOyDj2R,Papi Chulo
NigeriainfoFM,Nigeria Info FM 99.3,Lagos,2011-09-28 9:49:26,1043519,640,3144,,FALSE,,FALSE,210197,https://t.co/1nk3cOHlVn,Let's Talk! 0700993993993 | Listen online: https://t.co/s24yBRtgbH | Follow us on Instagram @nigeriainfofmlagos
africamagictv,Africamagictv,Africa,2012-02-21 12:59:01,204431,637,13004,,FALSE,,TRUE,15569,https://t.co/xXOafTfC1g,African entertainment uniquely tailored for Africa by Africa
voteandstay,#VoteAndStay,Nigeria,2012-04-02 15:15:27,343607,630,14601,,FALSE,,FALSE,29079,https://t.co/X20TaaIx1n,"This is an election monitoring twitter handle. Nigeria is in a dire state under @Mbuhari. come, let’s #RescueNigeria from this @OfficialAPCNg led government"
NGSuperEagles,🇳🇬 Super Eagles,Federal Republic of Nigeria🇳,2014-01-08 3:12:42,562362,629,511,,FALSE,,TRUE,6836,https://t.co/ocAUAMm34c,"Official Twitter Account of Nigeria Super Eagles. 3 Times Afcon Champs. IG: https://t.co/dEDkQMnwZr
FB: https://t.co/OPLeQrmsLm"
Chxta,Chxta,Third rock from the Sun,2009-04-26 12:32:02,101639,618,1117,,FALSE,,FALSE,55122,,"Onye kwe, Chi ya ekwe"
Itslaycon,Laycon 💡 #BBnaija,Everywhere,2011-12-04 4:17:16,45378,611,2089,,FALSE,,FALSE,43961,https://t.co/i9L6TH3yCs,Official page of Big Brother Season 5 Housemate • I make timeless music • Instagram: @itslaycon | info.aceteamafrica@gmail.com #teamlaycon #iCONs Fierce Nation
tokstarr,Toke Makinwa,"Lagos, Nigeria.",2009-09-21 18:47:02,805527,575,13,,FALSE,,TRUE,80019,,"Public Figure.
Bestselling Author. Actor. Entrepreneur. Multimedia Personality. Radio,TV, Print. YouTube.
#Babygirlforlife 
Booking- tokemakinwa@gmail.com"
ik_osakioduwa,Ik Osakioduwa,"ÜT: 6.432985,3.5107",2009-06-24 9:07:18,621569,563,609,,FALSE,,TRUE,14314,https://t.co/toNMWRG3td,"Fun loving, friendly and fun to be with. Radio/TV presenter. Live Show host. Also a good looking fella. IG: @ikosakioduwa"
ozzyetomi,Ozzy Etomi,Only as good as the visas in my passport,2011-12-05 12:46:02,118897,506,11516,,FALSE,,FALSE,46905,https://t.co/17s8yhXyCH,Writer & Storyteller | Communications strategist | Feminist
FRSCNigeria,"FRSC, NIGERIA","Abuja, Nigeria",2009-09-03 8:57:51,290429,488,2969,,FALSE,,TRUE,24780,https://t.co/WoVBcKtgVX,"Official Twitter account of the Federal Road Safety Corps, Nigeria. Making the Highway Safe & Motorable for all road users. Call 122 or 070022553772"
chiomakpotha,Chioma Akpotha,"Nigeria, Africa.",2010-05-29 22:13:28,232249,477,167,,FALSE,,TRUE,8147,https://t.co/sJqZsbYJLz,"Actor | Producer | Director | Influencer | Teacher | Speaker | CEO, The OMA World Company | Happy wife & a very proud mother!
Contact: bookings@chiomakpotha.com"
USMAN84kg,KAMARU USMAN,,2010-08-25 3:02:12,294949,468,9457,,FALSE,,TRUE,11957,https://t.co/cXd7t1dLVo,👊🏾UFC WELTERWEIGHT CHAMPION 👊🏾NIGERIANNIGHTMARE 👊🏾ULTIMATE FIGHTER 21 CHAMPION IG/SC @USMAN84KG
TheNationNews,The Nation Nigeria,"Lagos, Nigeria",2009-10-26 13:46:10,1262637,453,1400,,FALSE,,TRUE,215839,https://t.co/mINzdjR6a9,"Official Twitter page of The Nation Newspapers, Nigeria's widest circulating newspaper. Need to reach us? info@thenationonlineng.net - IG/FB: thenationnewspaper"
TheNationNews,The Nation Nigeria,"Lagos, Nigeria",2009-10-26 13:46:10,1262607,453,1399,,FALSE,,TRUE,215813,https://t.co/mINzdjR6a9,"Official Twitter page of The Nation Newspapers, Nigeria's widest circulating newspaper. Need to reach us? info@thenationonlineng.net - IG/FB: thenationnewspaper"
thenff,The NFF 🇳🇬,Nigeria,2014-10-29 5:17:03,448770,450,464,,FALSE,,TRUE,13459,https://t.co/ocAUAMm34c,"Official Twitter Page Nigeria Football Federation News, photos, videos. IG:https://t.co/hWM2XRauMO FB: https://t.co/DONOmQcXhe"
iniedo01,Ini Edo,"ÜT: -26.025708,28.015965",2010-01-09 19:08:59,484877,445,13,,FALSE,,FALSE,5986,http://t.co/Ux0v39ksud,"Many things rolled into one...UN Youth Envoy, an Actress, a Movie Producer, a goal getter,"
GuardianNigeria,The Guardian Nigeria,Nigeria,2009-07-16 12:24:36,1796849,440,2486,,FALSE,,TRUE,194714,https://t.co/a5sA2YOmvC,"An independent news source, with newspaper established in 1983 for the purpose of presenting balanced coverage of events and news. WhatsApp - +2348136370421"
GuardianNigeria,The Guardian Nigeria,Nigeria,2009-07-16 12:24:36,1796737,440,2486,,FALSE,,TRUE,194707,https://t.co/a5sA2YOmvC,"An independent news source, with newspaper established in 1983 for the purpose of presenting balanced coverage of events and news. WhatsApp - +2348136370421"
myaccessbank,Access Bank Plc,"Victoria Island, Lagos.",2010-09-14 12:11:00,588719,437,1430,,FALSE,,TRUE,45632,https://t.co/fQ2Jy9BL5n,"We provide financial services to people that love financial success, music, food & the good life. For service support, please follow @accessbank_help"
AsisatOshoala,ASISAT M.O.N,"Lagos, Nigeria",2015-07-11 16:13:58,137917,437,22863,,FALSE,,TRUE,12830,,Professional footballer for Nigeria National team and @FCBfemeni  management : @PlugNG
NigezieTV,Nigezie XTREME,Channel 427 on Startimes,2010-07-19 13:21:51,119630,430,23360,,FALSE,,TRUE,87469,https://t.co/hjisPJeju0,Nigeria's No1. 24hrs Urban Contemporary Music & Lifestyle Channel. Keep watching us on Startimes Channel 427. LIVE YOUR DREAM!
abikedabiri,Abike Dabiri-Erewa,"Ikorodu,Lagos",2011-01-15 12:58:10,594161,424,2032,,FALSE,,TRUE,11926,https://t.co/vw7HKmX63T,"Chairman, Nigerians in Diaspora Commission, Ssa.Diaspora ,Member,House of Reps (2003-2015)Renowned journalist, philanthropist, wife & mother."
papilokanu,Kanu Nwankwo,"Lagos, Nigeria ",2013-04-03 19:03:49,313986,392,2842,,FALSE,,TRUE,3521,https://t.co/4Mnfxreet6,Winner of UEFA Champions League | Olympic Gold | 2 Premier League titles | 3 FA Cups | 2 African Player of the https://t.co/BF6QGhK2K1 me on https://t.co/WeBWNw5JuM
APCNigeria,APC Nigeria Support,Nigeria,2013-02-09 11:21:11,965083,386,4539,,FALSE,,FALSE,48644,https://t.co/Sdu9TmPLHy,Commentary & Support account for the APC and Muhammadu Buhari's #Nextlevel Administration.
Ebuka,Ebuka Obi-Uchendu,"Okija, Nigeria",2008-12-25 19:51:36,1227054,383,229,,FALSE,,TRUE,88493,,TV Host. (Compère. Lawyer. Writer.) bookings@emeonline.com
UtomiPat,Pat Utomi,"Lagos, Nigeria",2011-11-21 12:20:55,398867,378,20,,FALSE,,FALSE,3403,http://t.co/Ch1M2PHhZq,"A lover of humanity, a teacher and business man and most importantly a family man who believes passionately in Nigeria"
yemialadee,🤜🏾 #WOMANOFSTEEL 🤛🏾,Instagram - @yemialade,2010-07-13 7:17:11,531474,377,7588,,FALSE,,TRUE,88134,https://t.co/s1Is9gYTb0,"An award winning KING.
label @effyzziemusic
Management @rebelmove
email:bookyemialade@effyzziemusic.com"
SilverbirdTV,SilverbirdTV (STV),Nigeria,2011-09-16 11:57:30,141470,372,1191,,FALSE,,TRUE,44287,https://t.co/dXjGqSxyei,"Keeping you entertained and up-to-date on Entertainment, News, Lifestyle & Sports. Catch us on DSTV 252, StarTimes 109, GOTV 92/192 and Play TV 804."
HipTv,HipTv,Nigeria,2011-04-15 13:05:57,132231,365,1055,,FALSE,,FALSE,51029,https://t.co/haC87hSNeP,"Africa's Urban Music, Culture and Lifestyle Channel."
chamberlainusoh,Chamberlain,,2011-02-07 20:19:35,159516,363,667,,FALSE,,TRUE,12647,https://t.co/e9si2M0F00,Recipient of NMMA Programme presenter of the year* I love the Lord* *IVLP Alumnus Retweet not an endorsement Glass = Half full
NaetoC,Naeto C,Instagram: NaetoSuperC,2009-03-13 23:02:24,891357,362,115,,FALSE,,TRUE,7106,,
NuhuRibadu,Nuhu Ribadu,"Abuja, Nigeria",2009-12-25 11:43:17,581584,360,549,,FALSE,,TRUE,2135,http://t.co/iV2pL3Bybl,Lawyer | Ex-Prosecutor | Seeker of Justice | Politician
GarShehu,Garba Shehu,"Abuja, Nigeria",2015-04-23 14:46:37,1028031,354,1687,,FALSE,,TRUE,9403,https://t.co/4UKH5N3Yp0,"Official Spokesperson to the President of the Federal Republic of Nigeria 🇳🇬, President @MBuhari (SSA, Media & Publicity)."
ighalojude,Odion Jude Ighalo,,2014-07-21 11:51:49,616319,354,8185,,FALSE,,TRUE,3269,https://t.co/XL0B3uLK1H,Manchester United Player - R.I.P sister 12-12-19 💔👼🙏🏾
raufaregbesola,Rauf Aregbesola,Osogbo; South West Nigeria,2010-10-16 6:10:20,609500,354,2242,,FALSE,,TRUE,5989,https://t.co/N6OqJfcp4L,"Official Twitter Handle of the Minister of Interior, Federal Republic of Nigeria. | Personal tweets are signed - RA"
realmikeezu,Mike Ezuruonye,"ÜT: 10.5084921,7.4370567",2010-01-11 18:59:47,242346,350,30,,FALSE,,TRUE,5783,,"Director,Actor,Entrepreneur ,Strong Voice for truth,Visionary... Instagram @mikeezu"
nairaland,Nairaland Forum,Nigeria,2010-10-18 20:02:52,298432,349,8,,FALSE,,FALSE,215396,http://t.co/5t2oa0A71c,Africa's largest discussion forum and Nigeria's most popular website.
nairaland,Nairaland Forum,Nigeria,2010-10-18 20:02:52,298429,349,8,,FALSE,,FALSE,215402,http://t.co/5t2oa0A71c,Africa's largest discussion forum and Nigeria's most popular website.
TsakisaniM,Tsakisani Mondlani,South Africa,2016-09-28 0:19:32,99633,345,8103,,FALSE,,FALSE,20644,https://t.co/4YzwvD6r3M,Thee South African Barbie 🎀 Actress | Property & Investment 👩🏽‍🎓UCT|CEO |Influencial | Youtuber |Business enquiries :tsakisanimondlani@gmail.com
funmioyatogun,Funmi Oyatogun,The World,2017-08-01 14:16:19,36989,316,14156,,FALSE,,FALSE,30443,https://t.co/DDDBiQMKUQ,"Experience designer, geographer and tourism strategist at @tvpadventures. I curate the popular #showmeonething here and on YouTube. ~ Everything is by design."
TVCconnect,TVC,"Lagos, Nigeria",2015-11-20 12:58:40,171915,312,14228,,FALSE,,TRUE,180604,https://t.co/bNCpMgSB4G,"TVC is one of the leading entertainment channels in Lagos.
GOTV Ch.27
StarTimes Ch.121
PLAY TV Ch.801
UHF Ch.49
https://t.co/6XKMeaeBOE
https://t.co/9ewYHmkxWu"
TVCconnect,TVC,"Lagos, Nigeria",2015-11-20 12:58:40,171915,312,14227,,FALSE,,TRUE,180604,https://t.co/bNCpMgSB4G,"TVC is one of the leading entertainment channels in Lagos.
GOTV Ch.27
StarTimes Ch.121
PLAY TV Ch.801
UHF Ch.49
https://t.co/6XKMeaeBOE
https://t.co/9ewYHmkxWu"
PremiumTimesng,Premium Times,"Abuja, Nigeria",2011-09-15 14:08:13,1409359,301,860,,FALSE,,TRUE,269281,http://t.co/u2eUV6yuAw,"A multimedia Nigerian publication based in Abuja delivering fresh, factual & reliable news"
KraksTV,www.KRAKS.co,"Lagos, Nigeria",2015-08-27 12:43:18,384749,300,2193,,FALSE,,FALSE,44441,https://t.co/DvL8siibEJ,"Hilarious & Viral Content, Celeb/Trending News | Snapchat, Facebook & Instagram: @KraksTV | Email: hello@kraks.co"
MTN_ProjectFame,MTN Project Fame,West Africa,2010-08-02 11:04:20,192684,299,746,,FALSE,,FALSE,32754,https://t.co/ydt63OsnRW,"The official twitter page of MTN Project Fame West Africa. It's Season 9, News and gist will be delivered here fresh!"
nigeriantribune,Nigerian Tribune,Nigeria,2009-06-05 14:17:50,373604,292,1200,,FALSE,,TRUE,704678,https://t.co/TIIsde69Dw,"Nigeria's oldest and most informative news medium, publishing articles on Politics, Business, Sports, Op-Ed, others. https://t.co/TWIHM1MYv2"
pmnewsnigeria,P.M. NEWS,"Lagos, Nigeria",2010-03-26 20:38:00,564782,277,400,,FALSE,,TRUE,263667,http://t.co/ovNc5CUuHz,"First with Nigerian News.
Follow us on Instagram @pmnewsnigeria"
SkyeAsiyanbi,Blending Queen,"Chicago, IL",2011-09-15 3:38:10,82057,276,14581,,FALSE,,FALSE,111709,https://t.co/8qjI1DcCle,I Do Makeup & Talk Shit 🌸🇳🇬 | Instagram: SkyeAsiyanbi | 🎥 YouTube: Skye Asiyanbi | SkyeAsiyanbi@gmail.com
infonaija,Information Nigeria,Nigeria,2009-04-07 17:30:24,121594,263,246,,FALSE,,FALSE,703805,https://t.co/ekq6fJGYOK,Nigeria's No. 1 Information Portal. 👉🏽 Email 📩: victor@informationnigeria.org
YNaija,Y! Online,"ÜT: 6.598744,3.37656",2010-08-01 23:18:56,192314,257,1578,,FALSE,,TRUE,456954,https://t.co/pyo2WzkU6x,Ideas | Issues | Culture - https://t.co/omKvaH8FVc is what the smartest young Nigerians read.
